Paper Title: Delay tolerant networks: Protocols and applications,,
7,Efficient network mobility support scheme for proxy mobile IPv6, no pdf
8,Power optimization using massive MIMO and small cells approach in different deployment scenarios, no pdf
9,Green circuit design for battery-free sensors in cloud radio access network,0
10,Uplink Resource Allocation in Interference Limited Area for D2D-Based Underlaying Cellular Networks, no pdf
11,Secure Compute-and-Forward Transmission With Artificial Noise and Full-Duplex Devices,1
12,Opportunistic Two-Way Full-Duplex Relay Selection in Underlay Cognitive Networks,2
13,Transceiver Design in Full-Duplex MIMO Cognitive Radios under Channel Uncertainties, no pdf
14,Improving secrecy for multi‐relay multi‐eavesdropper wireless systems through relay selection, no pdf
15,Simultaneous light emission and detection of InGaN/GaN multiple quantum well diodes for in-plane visible light communication on a chip,1
16,On the Spectral and Energy Efficiency of Full-Duplex Small Cell Wireless Systems with Massive MIMO, no pdf
17, In-Band Full-Duplex Architectures for Future 5G Multi-Hop Networks,0
18,A new link scheduling algorithm for 60 GHz-WPAN communication system,0
19,Hybrid Full-/Half-Duplex Relaying in Cognitive Networks, no pdf
20,Joint Relay Selection and Power Allocation for Full-Duplex DF Co-Operative Networks With Outdated CSI,0
21, The New Architecture with Time-Spatial Consistency for 5G Networks,1
22,5G–Wireless Communications for 2020,2
23,"Blind Channel Estimation in Full Duplex Systems: Identifiability Analysis, Bounds, and Estimators",1
24, A New Sparse Adaptive Channel Estimation Method Based on Compressive Sensing for FBMC/OQAM Transmission Network, no pdf
25,Relay Selection for Full-Duplex Cooperative Networks with Outdated CSI in an Interference-Limited Environment, no pdf
26,Evaluating Node Reliability in Cooperative MIMO Networks,4
27,Single relay selection for secure communication in a cooperative system with multiple full-duplex decode-and-forward relays,1
28,Proficient routing by adroit algorithm in 5G-Cloud-VMesh network, no pdf
29,Physical layer security via maximal ratio combining and relay selection over Rayleigh fading channels, no pdf
30,[CITATION][C] Throughput Maximization by Optimizing Detection Thresholds in Full-duplex Cognitive Radio Networks, no pdf
,Total,18
"
",,
