"Paper Title: Approximating Congestion+ Dilation in Networks via"" Quality of Routing&# x201D; Games",,
Paper Title: Tight performance bounds of multihop fair access for MAC protocols in wireless sensor networks and underwater sensor networks,,
Citing Paper Number,Paper Title,Over-cite Count
1,Internet of things' authentication and access control,No PDF Found
2,Passive cluster-based multipath routing protocol for wireless sensor networks,6
3,Routing protocol over lossy links for ISA100. 11a industrial wireless networks,9
4, iMASKO: A genetic algorithm based optimization framework for wireless sensor networks,No PDF Found
5,A cooperative MAC protocol with rapid relay selection for wireless ad hoc networks,4
6,Fuzzy logic based unequal clustering for wireless sensor networks,17
7, Node deployment algorithm based on connected tree for underwater sensor networks,No PDF Found
8,UA-MAC: an underwater acoustic channel access method for dense mobile underwater sensor networks,No PDF Found
9, Transmission power control in wireless sensor networks under the minimum connected average node degree constraint,2
10,Novel Quick Start (QS) method for optimization of TCP,3
11,1-bit compressive data gathering for wireless sensor networks,No PDF Found
12,Impact of static trajectories on localization in wireless sensor networks,No PDF Found
13,Monitoring power transmission lines using a wireless sensor network,1
14,QoSMOS: cross-layer QoS architecture for wireless multimedia sensor networks,3
15, Proportional throughput differentiationwith cognitive load-control on WSN channels,No PDF Found
16,ACWSN: an adaptive cross layer framework for video transmission over wireless sensor networks,2
17,A rapid cooperation-differentiated medium access control protocol with packet piggyback for multihop wireless networks,No PDF Found
18, MAC layer protocols for linear wireless sensor networks: a survey,1
19,Variable-rate transmission method with coordinator election for wireless body area networks,15
20,Comprehensive event based estimation of sensor node distribution strategies using classical flooding routing protocol in wireless sensor networks,0
21,Modeling and simulation of networked low-power embedded systems: a taxonomy,No PDF Found
22,A comparative study of QoS performance for location based and corona based real-time routing protocol in mobile wireless sensor networks,3
23,"A novel real-time scheme for (m, k)-firm streams in wireless sensor networks",4
24,Review of vehicular ad hoc network communication models including WVANET (Web VANET) model and WVANET future research directions,No PDF Found
25,A new clustering routing method based on PECE for WSN,No PDF Found
26, A beacon transmission power control algorithm based on wireless channel load forecasting in VANETs,No PDF Found
27,Energy harvesting and battery power based routing in wireless sensor networks,29
28,Coordinated movement of multiple mobile sinks in a wireless sensor network for improved lifetime,No PDF Found
29,SignificanceÉ??based energyÉ??efficient path selection for multiÉ??source underwater sensor networks,No PDF Found
30,Joint optimization and threshold structure dynamic programming with enhanced priority scheme for adaptive VANET MAC,27
,Total,126
"
",,
Paper Title: An OSPF-integrated routing strategy for QoS-aware energy saving in IP backbone networks,,
Citing Paper Number,Paper Title,Over-cite Count
1,Greener networking in a network virtualization environment,1
2,Energy management through optimized routing and device powering for greener communication networks,No PDF Found
3,Cloud computing: Survey on energy efficiency,5
4,Energy-aware IP traffic engineering with shortest path routing,No PDF Found
5,Energy-aware traffic engineering: A routing-based distributed solution for connection-oriented IP networks,No PDF Found
6,Sleep modes effectiveness in backbone networks with limited configurations,1
7,Efficient heuristics for energy-aware routing in networks with bundled links,1
8,The Green Abstraction Layer: A Standard Power-Management Interface for Next-Generation Network Devices.,No PDF Found
9,On the effectiveness of sleep modes in backbone networks with limited configurations,No PDF Found
10,Optimizing link sleeping reconfigurations in ISP networks with off-peak time failure protection,1
11,Green IGP link weights for energy-efficiency and load-balancing in IP backbone networks,No PDF Found
12,OSPF optimization via dynamic network management for green IP networks,1
13,Leveraging MPLS backup paths for distributed energy-aware traffic engineering,1
14,An optimization-based robust routing algorithm to energy-efficient networks for cloud computing,No PDF Found
15,Energy saving improvements in IP networks through table lookup bypass in router line cards,No PDF Found
16,Novel power-based routing metrics for multi-channel multi-interface wireless mesh networks,6
17,Reducing power consumption in backbone IP networks through table lookup bypass,1
18,Evaluation of power saving and feasibility study of migrations solutions in a virtual router network,No PDF Found
19,Approximating geographic routing using coverage tree heuristics for wireless network,22
20,High-throughput transmission-quality-aware broadcast routing in cognitive radio networks,No PDF Found
21,Energy-aware traffic engineering with elastic demands and MMF bandwidth allocation,No PDF Found
22, An improved multipath MANET routing using link estimation and swarm intelligence,No PDF Found
23,Optimizing IGP link weights for energy-efficiency in multi-period traffic matrices,1
24,On IGP link weight optimization for joint energy efficiency and load balancing improvement,1
25,Optimising data placement and traffic routing for energy saving in Backbone Networks,1
26,Operator-friendly traffic engineering in IP/MPLS core networks,1
27,Freezing forwarding functionality to make the network greener,1
28,Adaptive message forwarding for avoiding broadcast storm and guaranteeing delay in active safe driving VANET,14
29,Designing optimal energy profiles for network hardware,No PDF Found
30,An adaptive load-aware routing algorithm for multi-interface wireless mesh networks,3
,Total,62
"
",,
Paper Title: DTRAB: Combating against attacks on encrypted protocols through traffic-feature analysis,,
Citing Paper Number,Paper Title,Over-cite Count
1,An effective network traffic classification method with unknown flow detection,3
2, Signaling game based strategy of intrusion detection in wireless sensor networks,3
3,Intrusion detection system (IDS) for combating attacks against cognitive radio networks,1
4,Anomaly secure detection methods by analyzing dynamic characteristics of the network traffic in cloud communications,No PDF Found
5,Lightweight mobile core networks for machine type communications,No PDF Found
6,Resilience analysis of power grids under the sequential attack,3
7,Content sniffing attack detection in client and server side: A survey,1
8,Fingerprinting internet DNS amplification DDoS activities,1
9,Detecting anomalies in backbone network traffic: a performance comparison among several change detection methods,No PDF Found
10,An efficient and lightweight intrusion detection mechanism for service-oriented vehicular networks,No PDF Found
11,An accurate and efficient collaborative intrusion detection framework to secure vehicular networks,1
12,Robust network traffic identification with unknown applications,No PDF Found
13,Fuzzy logic based unequal clustering for wireless sensor networks,17
14, Tag Based Client Side Detection of Content Sniffing Attacks with File Encryption and File Splitter Technique,1
15,Vehicle authentication via monolithically certified public key and attributes,28
16,Towards continuous cloud service assurance for critical infrastructure IT,4
17,Detection and prevention from misbehaving intruders in vehicular networks,No PDF Found
18,Detecting cross-site scripting vulnerability and performance comparison using C-time and E-time,1
19,Software-defined networking security: pros and cons,1
20,A game theoretic approach to integrate security with quality of service,1
21,Inferring distributed reflection denial of service attacks from darknet,No PDF Found
22,A sequence number based bait detection scheme to thwart grayhole attack in mobile ad hoc networks,15
23,A modified algorithm to improve security and performance of AODV protocol against black hole attack,No PDF Found
24,QoS2: a framework for integrating quality of security with quality of service,1
25, Feature selection for IDS in encrypted traffic using genetic algorithm,No PDF Found
26,An open hardware implementation of CUSUM based network anomaly detection,No PDF Found
27,Efficient selective image encryption,No PDF Found
28,Timing analysis of ssl/tls man in the middle attacks,1
29,Histogram cloning and CuSum: an experimental comparison between different approaches to anomaly detection,No PDF Found
30,RVCloud: a routing protocol for vehicular ad hoc network in city environment using cloud computing,27
,Total,110
"
",,
Paper Title: A biology-based algorithm to minimal exposure problem of wireless sensor networks,,
Citing Paper Number,Paper Title,Over-cite Count
1,Artificial intelligence based cognitive routing for cognitive radio networks,0
2,Novel Quick Start (QS) method for optimization of TCP,3
3,SEPFL routing protocol based on fuzzy logic control to extend the lifetime and throughput of the wireless sensor network,4
4, An improved multipath MANET routing using link estimation and swarm intelligence,No PDF Found
5,EE-LEACH: development of energy-efficient LEACH Protocol for data gathering in WSN,No PDF Found
6,A new delay jitter smoothing algorithm based on Pareto distribution in Cyber-Physical Systems,9
7,A new clustering routing method based on PECE for WSN,No PDF Found
8,Energy harvesting and battery power based routing in wireless sensor networks,29
9,Distributed power-source-aware routing in wireless sensor networks,11
10,Load balancing ad hoc on-demand multipath distance vector (LBAOMDV) routing protocol,No PDF Found
11, On-site configuration of disaster recovery access networks made easy,10
12,An analytical geometric range free localization scheme based on mobile beacon points in wireless sensor network,No PDF Found
13,A Survey of Self-Organization Mechanisms in Multiagent Systems,10
14,Energy efficient clustering algorithms for wireless sensor networks: novel chemical reaction optimization approach,No PDF Found
15,Performance evaluation of WSN management system for QoS guarantee,No PDF Found
16,LEACH-MAC: a new cluster head selection algorithm for Wireless Sensor Networks,22
17,"An architecture for (m, k)-firm real-time streams in wireless sensor networks",21
18,"Artificial Intelligence-Based Techniques for Emerging Heterogeneous Network: State of the Arts, Opportunities, and Challenges",No PDF Found
19,Sharing spray and wait routing algorithm in opportunistic networks,No PDF Found
20,Novel chemical reaction optimization based unequal clustering and routing algorithms for wireless sensor networks,No PDF Found
21,Way-Point Multicast Routing Framework for improving QoS in hybrid wireless mesh networks,No PDF Found
22, gTBS: a green Task-Based sensing for energy efficient wireless sensor networks,4
23,Self soft fault detection based routing protocol for vehicular ad hoc network in city environment,21
24,Cross-layer based congestion detection and routing protocol using fuzzy logic for MANET,No PDF Found
25, SECURED TRANSMISSION OF DATA IN MOBILE WIRELESS SENSOR NETWORKS,No PDF Found
26,Ant-based routing and QoS-effective data collection for mobile wireless sensor network,No PDF Found
27,NODIC: a novel distributed clustering routing protocol in WSNs by using a time-sharing approach for CH election,20
28,Multi-objective fractional artificial bee colony algorithm to energy aware routing protocol in wireless sensor network,No PDF Found
29,Multipath routing in mobile ad hoc network with probabilistic splitting of traffic,No PDF Found
30,Location prediction algorithm for a nonlinear vehicular movement in VANET using extended Kalman filter,No PDF Found
,Total,164
"
",,
Paper Title: Interoperable and adaptive fuzzy services for ambient intelligence applications,,
Citing Paper Number,Paper Title,Over-cite Count
1,A survey on ambient intelligence in healthcare,8
2,Granular computing: perspectives and challenges,No PDF Found
3,Web services composition: A decade's overview,No PDF Found
4,Online recognition of human activities and adaptation to habit changes by means of learning automata and fuzzy temporal windows,1
5,Decision making with a fuzzy ontology,0
6,Fuzzy ontologies-based user profiles applied to enhance e-learning activities,1
7,Tools for the rapid prototyping of provably correct ambient intelligence applications,1
8,A system-on-chip development of a neuroÉ??fuzzy embedded agent for ambient-intelligence environments,No PDF Found
9,Genetic fuzzy markup language for game of NoGo,1
10,Activity modeling under uncertainty by trace of objects in smart homes,1
11,A novel genetic fuzzy markup language and its application to healthy diet assessment,No PDF Found
12,An approximation of interval type-2 fuzzy controllers using fuzzy ratio switching type-1 fuzzy controllers,1
13,"A Survey of Fuzzy Systems Software: Taxonomy, Current Research Trends, and Prospects",9
14,T2FS-based adaptive linguistic assessment system for semantic analysis and human performance evaluation on game of Go,1
15,Cooperative fuzzy controllers for autonomous voltage regulation in smart grids,1
16,Crowdsourcing techniques to create a fuzzy subset of SNOMED CT for semantic tagging of medical documents,1
17,A fuzzy logic approach for learning daily human activities in an Ambient Intelligent Environment,No PDF Found
18,Updating generalized association rules with evolving fuzzy taxonomies,1
19,A tabu search algorithm for routing optimization in mobile ad-hoc networks,5
20,Sleep monitoring system in real bedroom environment using texture-based background modeling approaches,1
21,Fuzzy markup language for malware behavioral analysis,0
22,Fuzzy markup language for university assessment,No PDF Found
23,Towards an ideal service QoS in fuzzy logic-based adaptation planning middleware,1
24,Genetic fuzzy markup language for diet application,No PDF Found
25,Human centricity and information granularity in the agenda of theories and applications of soft computing,4
26,A multi-agent system for enabling collaborative situation awareness via position-based stigmergy and neuro-fuzzy learning,No PDF Found
27,A dynamic security framework for ambient intelligent systems: a smart-home based eHealth application,No PDF Found
28,A query-oriented XML text summarization for mobile devices,1
29,Ambient intelligent environments and environmental decisions via agent-based systems,1
30,A hierarchical approach to assess keyword dependencies in fuzzy keyword ontologies,No PDF Found
,Total,40
"
",,
