Paper Title: Body area networks: A survey
24,Priority based efficient data scheduling technique for VANETs,11
25,5G mobile terminals with advanced QoS-based user-centric aggregation (AQUA) for heterogeneous wireless and mobile networks,0
26,Vehicular Ad hoc Networks: A hybrid approach to data dissemination in exigency situations,1
27,A Tabu search based routing algorithm for wireless sensor networks,0
28,Betweenness centrality based connectivity aware routing algorithm for prolonging network lifetime in wireless sensor networks,24
29,"Genetic algorithms in wireless networking: techniques, applications, and issues",1
30,Improved associativity based routing for multi hop networks using TABU initialized genetic algorithm,No PDF Found
31,Load balancing maximal minimal nodal residual energy ad hoc on-demand multipath distance vector routing protocol (LBMMRE-AOMDV),5
32,RVCloud: a routing protocol for vehicular ad hoc network in city environment using cloud computing,3
33,Cross layer design in multi-hop networks with adaptive modulation along with constellation rearrangement,7
34,Multi objective QoS aware energy efficient route discovery for mobile ad hoc networks: An evolutionary computational approach,No PDF Found
35,Optimizing routing based on congestion control for wireless sensor networks,22
36,EPTR: expected path throughput based routing protocol for wireless mesh network,26
37,Joint optimization and threshold structure dynamic programming with enhanced priority scheme for adaptive VANET MAC,27
38,Vehicle authentication via monolithically certified public key and attributes,27
39,Multi-constrained reliable multicast routing protocol for MANETs,No PDF Found
40,A survey on underwater acoustic sensor network routing protocols,1
,Total,279
"
"
Paper Title: Routing metrics of cognitive radio networks: A survey
Citing Paper Number,Paper Title,Over-cite Count
1,A MAC protocol with an improved connectivity for cognitive radio networks,7
2,A method of assessment of LTE coverage holes,6
3,Interference-aware high-throughput channel allocation mechanism for CR-VANETs,7
4,Limited area broadcast for warning message delivery over vehicular ad-hoc networks,4
5,"Understanding STDMA via computer simulation: feasibility to vehicular safety applications, configurations, and time synchronization errors",0
6,An initial analysis of packet function-aware extension to Dijkstra algorithm for wireless networks,5
7,Mobility management for IoT: a survey,19
8,Optimal Cooperative Spectrum Aware Opportunistic Routing in Cognitive Radio Ad Hoc Networks,1
9,Way-Point Multicast Routing Framework for improving QoS in hybrid wireless mesh networks,3
10,A forwarding scheme based on swarm intelligence and percolation centrality in opportunistic networks,6
11,An ant colony optimization based routing algorithm for extending network lifetime in wireless sensor networks,0
12,Secure transmission in the random cognitive radio networks with secrecy guard zone and artificial noise,No PDF Found
13,Multipath routing in mobile ad hoc network with probabilistic splitting of traffic,0
14,Capacity of large hybrid erasure networks with random node distribution,16
15,Sharing spray and wait routing algorithm in opportunistic networks,4
16,Oblivious routing in wireless mesh networks,18
17,A social overlay-based forwarding scheme for mobile social networks,20
18,Joint scheduling and routing using space–time graphs for TDM wireless mesh networks,3
19,Hybrid QoS based routing protocol for inter and intra wireless mesh infrastructure communications,8
20,Review of vehicular ad hoc network communication models including WVANET (Web VANET) model and WVANET future research directions,22
21,"Fairness in Cognitive Radio Networks: Models, measurement methods, applications, and future research directions",0
22,A fast algorithm for multicast routing subject to multiple QoS constrains in WMNs,No PDF Found
23,Mobility prediction in mobile ad hoc networks using a lightweight genetic algorithm,3
24,Performance analysis of contending customer equipment in wireless networks,0
25,An adaptive routing algorithm considering position and social similarities in an opportunistic network,6
26,Research on routing protocol facing to signal conflicting in link quality guaranteed WSN,5
27,Priority based efficient data scheduling technique for VANETs,11
28,Vehicular Ad hoc Networks: A hybrid approach to data dissemination in exigency situations,1
29,A Tabu search based routing algorithm for wireless sensor networks,0
30,Reliable routing in wireless sensor networks based on coalitional game theory,No PDF Found
31,Primary user localization algorithm based on compressive sensing in cognitive radio networks,5
32,Assessment of the peak-to-average power ratio in different channel organization strategies,3
33,Routing approach based on local topology control in cognitive radio networks,No PDF Found
34,JOKER: A Novel Opportunistic Routing Protocol,5
35,Load balancing maximal minimal nodal residual energy ad hoc on-demand multipath distance vector routing protocol (LBMMRE-AOMDV),5
36,RVCloud: a routing protocol for vehicular ad hoc network in city environment using cloud computing,3
37,Cross layer design in multi-hop networks with adaptive modulation along with constellation rearrangement,7
38,Modeling and simulating traffic congestion propagation in connected vehicles driven by temporal and spatial preference,5
39,Optimizing routing based on congestion control for wireless sensor networks,22
40,NODIC: a novel distributed clustering routing protocol in WSNs by using a time-sharing approach for CH election,6
,Total,236
"
"
"Paper Title: A survey on the ietf protocol suite for the internet of things: Standards, challenges, and opportunities"
Citing Paper Number,Paper Title,Over-cite Count
1,Improving the IEEE 802.11 power-saving mechanism in the presence of hidden terminals,4
2,Joint QoS provisioning and congestion control for multi-hop wireless networks,12
3,Mobility management for IoT: a survey,19
4,Hybrid routing and load balancing protocol for wireless sensor network,0
5,An ant colony optimization based routing algorithm for extending network lifetime in wireless sensor networks,0
6,Information-centric content retrieval for delay-tolerant networks,No PDF Found
7,An Exhaustive Review on Internet of Things from Korea’s Perspective,1
8,Performance evaluation of LOADng routing protocol in IoT P2P and MP2P applications,No PDF Found
9,Internet of things network management system architecture for smart healthcare,No PDF Found
10,Hop-interval based decision of operational mode in RPL with multi-instance,No PDF Found
11,Chipless slot resonators for IoT system identification,1
12,Vehicle mobility driven by traditional drivers versus connected drivers,3
13,Let healthy links bloom: Scalable link checks in ow-power wireless networks for Smart Health,No PDF Found
14,"Standard-based IoT platforms interworking: Implementation, experiences, and less ons learned",0
15,An adaptive routing algorithm considering position and social similarities in an opportunistic network,6
16,mm-wave integrated wireless transceiver: enabling technology for high bandwidth short-range networking in cyber physical systems,0
17,Research on routing protocol facing to signal conflicting in link quality guaranteed WSN,5
18,Multi-objective fractional artificial bee colony algorithm to energy aware routing protocol in wireless sensor network,0
19,A Tabu search based routing algorithm for wireless sensor networks,0
20,Betweenness centrality based connectivity aware routing algorithm for prolonging network lifetime in wireless sensor networks,24
21,Performance evaluation of IoT protocols under a constrained wireless access network,No PDF Found
22,Internet of Things – potential for libraries,No PDF Found
23,Assessment of the peak-to-average power ratio in different channel organization strategies,3
24,A review of residential demand response of smart grid,1
25,DevOps for the urban IoT,No PDF Found
26,MF-IoT: A mobilityfirst-based internet of things architecture with global reach-ability and communication diversity,No PDF Found
27,Named data networking of things (invited paper),No PDF Found
28,Obfuscation and diversification for securing the internet of things (IoT),No PDF Found
29,A hybrid beaconless geographic routing for different packets in WSN,7
30,Load balancing maximal minimal nodal residual energy ad hoc on-demand multipath distance vector routing protocol (LBMMRE-AOMDV),5
31,RVCloud: a routing protocol for vehicular ad hoc network in city environment using cloud computing,3
32,Cross layer design in multi-hop networks with adaptive modulation along with constellation rearrangement,7
33,A mobility frame for 6LoWPAN WSN,1
34,Implementing on-board diagnostic and GPS on VANET to safe the vehicle,No PDF Found
35,HSDA: hybrid communication for secure data aggregation in wireless sensor network,11
36,Optimizing routing based on congestion control for wireless sensor networks,22
37,EPTR: expected path throughput based routing protocol for wireless mesh network,26
38,Energy Management-as-a-Service over Fog Computing Platform,15
39,Vehicle authentication via monolithically certified public key and attributes,27
40,Operating systems for internet of things: A comparative study,No PDF Found
,Total,203
"
"
Paper Title: Security and privacy for storage and computation in cloud computing
Citing Paper Number,Paper Title,Over-cite Count
1,A QoS-driven approach for cloud computing addressing attributes of performance and security,No PDF Found
2,A cluster-based decentralized job dispatching for the large-scale cloud,11
3,MEDAPs: secure multi-entities delegated authentication protocols for mobile cloud computing,No PDF Found
4,Efficient keyword search over encrypted data in multi-cloud setting,No PDF Found
5,Optimal selection of application loading on cloud services,No PDF Found
6,An analysis of the factors affecting the adoption of cloud consumer relationship management in the machinery industry in Taiwan,No PDF Found
7,Secure Provenance for Data Forensics with Efficient Revocation of Anonymous Credentials in Cloud Computing,0
8,A comprehensive meta-analysis of cryptographic security mechanisms for cloud computing,0
9,Detecting domain-flux botnet based on DNS traffic features in managed network,No PDF Found
10,Trustworthy authentication on scalable surveillance video with background model support,No PDF Found
11,Hybrid model for dynamic evaluation of trust in cloud services,11
12,Enabling efficient and protected sharing of data in cloud computing,No PDF Found
13,Attribute-based access control scheme with efficient revocation in cloud computing,No PDF Found
14,A scalable data integrity mechanism based on provable data possession and JARs,No PDF Found
15,Decision Tree and SVM-Based Data Analytics for Theft Detection in Smart Grid,3
16,Efficient ID-based public auditing for the outsourced data in cloud storage,2
17,A Sub Chunk-Confusion Based Privacy Protection Mechanism for Association Rules in Cloud Services,No PDF Found
18,Light weight security protocol for communications in vehicular networks,0
19,Key Derivation Policy for data security and data integrity in cloud computing,0
20,RVCloud: a routing protocol for vehicular ad hoc network in city environment using cloud computing,3
21,Survey on secure cloud storage,No PDF Found
22,Privacy-preserving use of genomic data on mobile devices,No PDF Found
23,SafeProtect: Controlled Data Sharing with User-Defined Policies in Cloud-Based Collaborative Environment,1
24,Energy Management-as-a-Service over Fog Computing Platform,15
25,Secure authentication for remote patient monitoring withwireless medical sensor networks,11
26,Vehicle authentication via monolithically certified public key and attributes,27
27,Formally Modeling and Analyzing the Reliability of Cloud Applications,No PDF Found
28,IPad: ID-based public auditing for the outsourced data in the standard model,0
29,Optimal integrity policy for encrypted data in secure storage using cloud computing,No PDF Found
30,Optimal integrity policy for encrypted data in secure storage using cloud computing,No PDF Found
31,Analyzing secure key authentication and key agreement protocol for promising features of IP multimedia subsystem using IP multimedia server-client systems,6
32,Challenges to network forensics in cloud computing,No PDF Found
33,Protecting wireless data transmission in mobile application systems using digital watermarking technique,No PDF Found
34,Security-aware workflow scheduling with selective task duplication in clouds,No PDF Found
35,Automated system change discovery and management in the cloud,No PDF Found
36,Secured data storage and computation technique for effective utilization of servers in cloud computing,No PDF Found
37,A Study on Data Storage Security Issues in Cloud Computing,2
38,Investigating mobile cloud learning through blog mining,No PDF Found
39,Security issues related to cloud applications in STEM education,No PDF Found
40,Leveraging software-defined networking for security policy enforcement,2
,Total,94
"
"
Paper Title: Compressed data aggregation for energy efficient wireless sensor networks
Citing Paper Number,Paper Title,Over-cite Count
1,Resource-aware task scheduling by an adversarial bandit solver method in wireless sensor networks,8
2,Mobility-based routing algorithm in delay tolerant networks,0
3,Adaptive data aggregation with probabilistic routing in wireless sensor networks,5
4,Hybrid routing and load balancing protocol for wireless sensor network,0
5,Evaluating time synchronization using application-layer time-stamping,1
6,Cluster-based energy-efficient transmission using a new hybrid compressed sensing in WSN,1
7,CCS: Energy-efficient data collection in clustered wireless sensor networks utilizing block-wise compressive sensing,0
8,CATS: Cooperative allocation of tasks and scheduling of sampling intervals for maximizing data sharing in WSNs,No PDF Found
9,Privacy-preserving multimedia big data aggregation in large-scale wireless sensor networks,No PDF Found
10,Braidio: An integrated active-passive radio for mobile devices with asymmetric energy budgets,No PDF Found
11,Minimizing energy consumption in transmission efficient wireless sensor network,No PDF Found
12,Zero-effort projection for sensory data reconstruction in wireless sensor networks,No PDF Found
13,On MAC optimization for large-scale wireless sensor network,7
14,A new sparse adaptive channel estimation method based on compressive sensing for FBMC/OQAM transmission network,3
15,Research on routing protocol facing to signal conflicting in link quality guaranteed WSN,5
16,Multi-objective fractional artificial bee colony algorithm to energy aware routing protocol in wireless sensor network,0
17,Priority based efficient data scheduling technique for VANETs,11
18,Vehicular Ad hoc Networks: A hybrid approach to data dissemination in exigency situations,1
19,Betweenness centrality based connectivity aware routing algorithm for prolonging network lifetime in wireless sensor networks,24
20,A compressive sensing based clustering scheme for UAS-Aided networks,No PDF Found
21,VSF: An Energy-Efficient Sensing Framework Using Virtual Sensors,2
22,Rate-distortion balanced data compression for wireless sensor networks,0
23,Reliable routing in wireless sensor networks based on coalitional game theory,No PDF Found
24,Research on a hexagonal lattice optimal clustering routing algorithm based on hybrid CS for WSN,No PDF Found
25,A hybrid beaconless geographic routing for different packets in WSN,7
26,Distributed power-source-aware routing in wireless sensor networks,1
27,RVCloud: a routing protocol for vehicular ad hoc network in city environment using cloud computing,3
28,Cross layer design in multi-hop networks with adaptive modulation along with constellation rearrangement,7
29,Modeling and simulating traffic congestion propagation in connected vehicles driven by temporal and spatial preference,5
30,Fuzzy logic based unequal clustering for wireless sensor networks,3
31,EPTR: expected path throughput based routing protocol for wireless mesh network,26
32,Joint optimization and threshold structure dynamic programming with enhanced priority scheme for adaptive VANET MAC,27
33,Development of a Resource-Efficient and Fault-Tolerant Wireleb Sensor Network System,No PDF Found
34,Large-scale validation and benchmarking of a network of power-conservative systems using ETSI's Green Abstraction Layer,No PDF Found
35,On the Design of Temporal Compression Strategies for Energy Harvesting Sensor Networks,1
36,CStorage: Decentralized compressive data storage in wireless sensor networks,2
37,Adaptation of a routing algorithm in wireless video sensor network for disaster scenarios using JPEG 2000,0
38,Analysis of one-time random projections for privacy preserving compressed sensing,1
39,Constructing Maximum-Lifetime Data-Gathering Tree in WSNs Based on Compressed Sensing,No PDF Found
40,LEACH-MAC: a new cluster head selection algorithm for Wireless Sensor Networks,22
,Total,173
"
"
"Paper Title: A survey on topology control in wireless sensor networks: Taxonomy, comparative study, and open issues"
Citing Paper Number,Paper Title,Over-cite Count
1,FICTC: fault-tolerance-and-interference-aware topology control for wireless multi-hop networks,2
2,Mobility management for IoT: a survey,19
3,Adaptive data aggregation with probabilistic routing in wireless sensor networks,5
4,An analytical geometric range free localization scheme based on mobile beacon points in wireless sensor network,7
5,Hybrid routing and load balancing protocol for wireless sensor network,0
6,Perimeter-based coverage optimization to improve lifetime in wireless sensor networks,No PDF Found
7,An ant colony optimization based routing algorithm for extending network lifetime in wireless sensor networks,0
8,A survey of optimization algorithms for wireless sensor network lifetime maximization,No PDF Found
9,Power control in wireless sensor networks based on robust optimization,No PDF Found
10,Performance evaluation of Distance based Angular Clustering Algorithm (DACA) using data aggregation for heterogeneous WSN,No PDF Found
11,On MAC optimization for large-scale wireless sensor network,7
12,Distributed Consensus of Stochastic Delayed Multi-agent Systems Under Asynchronous Switching,7
13,A kernel machine-based secure data sensing and fusion scheme in wireless sensor networks for the cyber-physical systems,1
14,Improving energy efficiency in industrial wireless sensor networks using SDN and NFV,No PDF Found
15,Power aware routing protocols in Wireless Sensor Network,No PDF Found
16,Efficient cluster-based self-organization scheme for connectivity control in wireless sensor networks,No PDF Found
17,Research on routing protocol facing to signal conflicting in link quality guaranteed WSN,5
18,Multi-objective fractional artificial bee colony algorithm to energy aware routing protocol in wireless sensor network,0
19,Priority based efficient data scheduling technique for VANETs,11
20,Vehicular Ad hoc Networks: A hybrid approach to data dissemination in exigency situations,1
21,An adaptive routing algorithm considering position and social similarities in an opportunistic network,6
22,Betweenness centrality based connectivity aware routing algorithm for prolonging network lifetime in wireless sensor networks,24
23,Network model and topology control algorithm based on hierarchical autonomous system in space information network,No PDF Found
24,A hybrid beaconless geographic routing for different packets in WSN,7
25,Distributed power-source-aware routing in wireless sensor networks,1
26,Cross layer design in multi-hop networks with adaptive modulation along with constellation rearrangement,7
27,Modeling and simulating traffic congestion propagation in connected vehicles driven by temporal and spatial preference,5
28,"Transitions on multiple layers for scalable, energy-efficient and robust wireless video streaming",No PDF Found
29,Optimizing routing based on congestion control for wireless sensor networks,22
30,NODIC: a novel distributed clustering routing protocol in WSNs by using a time-sharing approach for CH election,6
31,LIP: an efficient lightweight iterative positioning algorithm for wireless sensor networks,6
32,Joint optimization and threshold structure dynamic programming with enhanced priority scheme for adaptive VANET MAC,27
33,Development of a Resource-Efficient and Fault-Tolerant Wireleb Sensor Network System,No PDF Found
34,A distributed algorithm for constructing 1-barrier coverage,No PDF Found
35,Secured Energy Conserving Slot-Based Topology Maintenance Protocol for Wireless Sensor Networks,1
36,A Rule-based Service Customization Strategy for Smart Home Context-Aware Automation,8
37,Securing data exchange in wireless multimedia sensor networks: perspectives and challenges,0
38,SEPFL routing protocol based on fuzzy logic control to extend the lifetime and throughput of the wireless sensor network,4
39,A cooperative forwarding scheme for social preference-based selfishness in mobile social networks,27
40,Adaptation of a routing algorithm in wireless video sensor network for disaster scenarios using JPEG 2000,0
,Total,216
"
"
Paper Title: Distributed media services in P2P-based vehicular networks
Citing Paper Number,Paper Title,Over-cite Count
1,Interference-aware high-throughput channel allocation mechanism for CR-VANETs,7
2,Preset delay broadcast: a protocol for fast information dissemination in vehicular ad hoc networks (VANETs),2
3,Intelligent popularity-aware content caching and retrieving in highway vehicular networks,1
4,Secure content delivery over device-to-device communications underlaying cellular networks,No PDF Found
5,Shielding video streaming against packet losses over VANETs,3
6,Cooperative wireless localization based on weighting for vector-addition error,1
7,Adaptive scheduling for real-time and temporal information services in vehicular networks,No PDF Found
8,Review of vehicular ad hoc network communication models including WVANET (Web VANET) model and WVANET future research directions,22
9,ICN based vehicle-to-cloud delivery for multimedia streaming in urban vehicular networks,No PDF Found
10,Location-based distributed caching for device-to-device communications underlaying cellular networks,0
11,Querying and extracting timeline information from road traffic sensor data,1
12,A QoE centric distributed caching approach for vehicular video streaming in cellular networks,8
13,Mobility prediction in mobile ad hoc networks using a lightweight genetic algorithm,3
14,Vehicle mobility driven by traditional drivers versus connected drivers,3
15,Priority based efficient data scheduling technique for VANETs,11
16,QoE in video streaming over wireless networks: perspectives and research challenges,11
17,An adaptive video streaming system over a cooperative fleet of vehicles using the mobile bandwidth aggregation approach,1
18,An efficient TDMA-based variable interval multichannel MAC protocol for vehicular networks,2
19,Load balancing maximal minimal nodal residual energy ad hoc on-demand multipath distance vector routing protocol (LBMMRE-AOMDV),5
20,RVCloud: a routing protocol for vehicular ad hoc network in city environment using cloud computing,3
21,QoS-aware scalable video streaming using data distribution service,0
22,Data dissemination with network coding in two-way vehicle-to-vehicle networks,1
23,Vehicle authentication via monolithically certified public key and attributes,27
24,Quality of experience aware multimedia communications over heterogeneous wireless networks,No PDF Found
25,Mobile device-to-device video distribution: Theory and application,No PDF Found
26,Two-level scheduling for video transmission over downlink OFDMA networks,No PDF Found
27,Self soft fault detection based routing protocol for vehicular ad hoc network in city environment,21
28,GrIMS: Green Information-centric Multimedia Streaming Framework in Vehicular Ad Hoc Networks,2
29,Network coding techniques for VANET advertising applications,4
30,A priority-based CCA threshold adjusting method for EWM dissemination in vehicular ad-hoc networks,15
31,D2D Communication Meets Big Data: From Theory to Application,1
32,Fault-aware flow control and multi-path routing in VANETs,No PDF Found
33,A beacon transmission power control algorithm based on wireless channel load forecasting in VANETs,No PDF Found
34,A data management perspective on vehicular networks,0
35,Spatial forest resource planning using a cultural algorithm with problem-specific Information,0
36,Collaborative Learning Automata-Based Routing for Rescue Operations in Dense Urban Regions Using Vehicular Sensor Networks,4
37,Robust Vehicle-to-Infrastructure Video Transmission for Road Surveillance Applications,1
38,Real-Time path planning based on hybrid-VANET-enhanced transportation system,1
39,An ultrasonic sensor system based on a two-dimensional state method for highway vehicle violation detection applications,1
40,Videocent: a quality-oriented incentive mechanism for video delivery in opportunistic networks,6
,Total,168
"
"
Paper Title: A survey of security challenges in cognitive radio networks: Solutions and future research directions
Citing Paper Number,Paper Title,Over-cite Count
1,A method of assessment of LTE coverage holes,6
2,Minimum node degree of k-connected vehicular ad hoc networks in highway scenarios,4
3,Mobility-based routing algorithm in delay tolerant networks,0
4,An initial analysis of packet function-aware extension to Dijkstra algorithm for wireless networks,5
5,Way-Point Multicast Routing Framework for improving QoS in hybrid wireless mesh networks,3
6,An ant colony optimization based routing algorithm for extending network lifetime in wireless sensor networks,0
7,Multipath routing in mobile ad hoc network with probabilistic splitting of traffic,0
8,Hybrid QoS based routing protocol for inter and intra wireless mesh infrastructure communications,8
9,Review of vehicular ad hoc network communication models including WVANET (Web VANET) model and WVANET future research directions,22
10,Identification and punishment policies for spectrum sensing data falsification attackers using delivery-based assessment,0
11,Simulation study of routing attacks under network coding environment,No PDF Found
12,Quantum-resistance authentication in centralized cognitive radio networks,No PDF Found
13,Recent security issues on cognitive radio networks: A survey,No PDF Found
14,A modified algorithm to improve security and performance of AODV protocol against black hole attack,7
15,Research on routing protocol facing to signal conflicting in link quality guaranteed WSN,5
16,Priority based efficient data scheduling technique for VANETs,11
17,5G mobile terminals with advanced QoS-based user-centric aggregation (AQUA) for heterogeneous wireless and mobile networks,0
18,Vehicular Ad hoc Networks: A hybrid approach to data dissemination in exigency situations,1
19,An adaptive routing algorithm considering position and social similarities in an opportunistic network,6
20,Primary user localization algorithm based on compressive sensing in cognitive radio networks,5
21,Assessment of the peak-to-average power ratio in different channel organization strategies,3
22,Efficient Key Generation by Exploiting Randomness from Channel Responses of Individual OFDM Subcarriers,6
23,Light weight security protocol for communications in vehicular networks,0
24,HierHybNET: Cut-set upper bound of ad hoc networks with cost-effective infrastructure,8
25,Load balancing maximal minimal nodal residual energy ad hoc on-demand multipath distance vector routing protocol (LBMMRE-AOMDV),5
26,Cross layer design in multi-hop networks with adaptive modulation along with constellation rearrangement,7
27,Modeling and simulating traffic congestion propagation in connected vehicles driven by temporal and spatial preference,5
28,Fuzzy logic based unequal clustering for wireless sensor networks,3
29,EPTR: expected path throughput based routing protocol for wireless mesh network,26
30,Towards a novel trust-based opportunistic routing protocol for wireless networks,4
31,Joint optimization and threshold structure dynamic programming with enhanced priority scheme for adaptive VANET MAC,27
32,Vehicle authentication via monolithically certified public key and attributes,27
33,IPad: ID-based public auditing for the outsourced data in the standard model,0
34,Scrutiny of unruly and abuse in wireless networks to mitigate physical layer threats using discriminate based misbehavior prevention,0
35,A cooperative forwarding scheme for social preference-based selfishness in mobile social networks,27
36,An efficient and secure RSA based certificateless signature scheme for wireless sensor networks,No PDF Found
37,Self soft fault detection based routing protocol for vehicular ad hoc network in city environment,21
38,Artificial intelligence based cognitive routing for cognitive radio networks,0
39,A futuristic trust coefficient-based semi-Markov prediction model for mitigating selfish nodes in MANETs,0
40,Game-based data offloading scheme for IoT system traffic congestion problems,1
,Total,253
"
"
Paper Title: Multi-layer clustering routing algorithm for wireless vehicular sensor networks
Citing Paper Number,Paper Title,Over-cite Count
1,An optimized aggregate marker algorithm for bandwidth fairness improvement in classifying traffic networks,13
2,Mobility-based routing algorithm in delay tolerant networks,0
3,Mobility management for IoT: a survey,19
4,Hybrid routing and load balancing protocol for wireless sensor network,0
5,A forwarding scheme based on swarm intelligence and percolation centrality in opportunistic networks,6
6,An ant colony optimization based routing algorithm for extending network lifetime in wireless sensor networks,0
7,Multipath routing in mobile ad hoc network with probabilistic splitting of traffic,0
8,Sharing spray and wait routing algorithm in opportunistic networks,4
9,Oblivious routing in wireless mesh networks,18
10,A social overlay-based forwarding scheme for mobile social networks,20
11,Joint scheduling and routing using space–time graphs for TDM wireless mesh networks,3
12,Hybrid QoS based routing protocol for inter and intra wireless mesh infrastructure communications,8
13,A cluster-based dual-adaptive topology control approach in wireless sensor networks,3
14,Target coverage in wireless sensor networks with probabilistic sensors,1
15,A power quality online monitoring system oriented ZigBee routing optimization strategy,2
16,A grid based clustering and routing algorithm for solving hot spot problem in wireless sensor networks,8
17,SEAD: A simple and efficient adaptive data dissemination protocol in vehicular ad-hoc networks,1
18,Research on routing protocol facing to signal conflicting in link quality guaranteed WSN,5
19,Vehicular Ad hoc Networks: A hybrid approach to data dissemination in exigency situations,1
20,An adaptive routing algorithm considering position and social similarities in an opportunistic network,6
21,A Tabu search based routing algorithm for wireless sensor networks,0
22,Load-balanced energy efficient clustering protocol for wireless sensor networks,No PDF Found
23,A hybrid beaconless geographic routing for different packets in WSN,7
24,Distributed power-source-aware routing in wireless sensor networks,1
25,RVCloud: a routing protocol for vehicular ad hoc network in city environment using cloud computing,3
26,Cross layer design in multi-hop networks with adaptive modulation along with constellation rearrangement,7
27,Fuzzy logic based unequal clustering for wireless sensor networks,3
28,Optimizing routing based on congestion control for wireless sensor networks,22
29,NODIC: a novel distributed clustering routing protocol in WSNs by using a time-sharing approach for CH election,6
30,EPTR: expected path throughput based routing protocol for wireless mesh network,26
31,A cross layer distributed topology control algorithm for Mobile Ad Hoc Networks,No PDF Found
32,Multi-Rate Distributed Fusion Estimation for Sensor Network-Based Target Tracking,1
33,DCNC: Throughput maximization via delay controlled network coding for wireless mesh networks,3
34,SEPFL routing protocol based on fuzzy logic control to extend the lifetime and throughput of the wireless sensor network,4
35,Anycast tree-based routing in mobile wireless sensor networks with multiple sinks,8
36,Hierarchical data aggregation based routing for wireless sensor networks,No PDF Found
37,Interaural time difference discrimination as a function of frequency and time differences,No PDF Found
38,A new clustering routing method based on PECE for WSN,1
39,Routing algorithm of minimizing maximum link congestion on grid networks,1
40,Coordinated movement of multiple mobile sinks in a wireless sensor network for improved lifetime,12
,Total,223
"
"
Paper Title: A survey on trust management for Internet of Things
Citing Paper Number,Paper Title,Over-cite Count
1,Improving the IEEE 802.11 power-saving mechanism in the presence of hidden terminals,4
2,Mobility management for IoT: a survey,19
3,SecIoT: a security framework for the Internet of Things,No PDF Found
4,A security and trust framework for virtualized networks and software-defined networking,No PDF Found
5,Hybrid routing and load balancing protocol for wireless sensor network,0
6,An ant colony optimization based routing algorithm for extending network lifetime in wireless sensor networks,0
7,Quantitative threat situation assessment based on alert verification,No PDF Found
8,On the estimation of the second largest eigenvalue of Markov ciphers,No PDF Found
9,Trust factor and reliability-over-a-period-of-time as key differentiators in IoT enabled services,No PDF Found
10,Strengthening trust in the future social-cyber-physical infrastructure: An ITU-T perspective,0
11,Supporting secure spectrum sensing data transmission against SSDH attack in cognitive radio ad hoc networks,0
12,A trust management system for securing data plane of Ad-Hoc Networks,1
13,Two Schemes of Privacy-Preserving Trust Evaluation,3
14,A gap analysis of Internet-of-Things platforms,0
15,Object-Generated Content and Knowledge Sharing: the Forthcoming Impact of the Internet of Things,0
16,Data quality in internet of things: A state-of-the-art survey,0
17,Towards trustworthy smart cyber-physical-social systems in the era of Internet of Things,No PDF Found
18,Hybrid model for dynamic evaluation of trust in cloud services,11
19,Efficient and robust user authentication scheme that achieve user anonymity with a Markov chain,No PDF Found
20,A trust model for data sharing in smart cities,No PDF Found
21,Data quality enhancement in Internet of Things environment,No PDF Found
22,Trust management model based on fuzzy approach for ubiquitous computing,No PDF Found
23,Authentication Scheme for Flexible Charging and Discharging of Mobile Vehicles in the V2G Networks,7
24,Research on routing protocol facing to signal conflicting in link quality guaranteed WSN,5
25,An adaptive routing algorithm considering position and social similarities in an opportunistic network,6
26,3-D trust modeling in distributed and dynamic environments,No PDF Found
27,Analyzing the applicability of Internet of Things to the battlefield environment,No PDF Found
28,Trust based D2D communications for accessing services in Internet of Things,No PDF Found
29,"Extraction and analysis of non-volatile memory of the ZW0301 module, a Z-Wave transceiver",0
30,Trust management framework for internet of things,No PDF Found
31,A generalized framework for multi-party data exchange for IoT systems,No PDF Found
32,Trust Management for SOA-Based IoT and Its Application to Service Composition,1
33,Discovering the Internet of Things (IoT) within the business process management: A literature review on technological revitalization,No PDF Found
34,Fuzzy logic based unequal clustering for wireless sensor networks,3
35,HSDA: hybrid communication for secure data aggregation in wireless sensor network,11
36,EPTR: expected path throughput based routing protocol for wireless mesh network,26
37,Towards a novel trust-based opportunistic routing protocol for wireless networks,4
38,Cross-layer based multiclass intrusion detection system for secure multicast communication of MANET in military networks,0
39,Energy Management-as-a-Service over Fog Computing Platform,15
40,When things matter: A survey on data-centric internet of things,0
,Total,116
"
"
Paper Title: Prediction-based data aggregation in wireless sensor networks: Combining grey model and Kalman Filter
Citing Paper Number,Paper Title,Over-cite Count
1,Mobility management for IoT: a survey,19
2,Adaptive data aggregation with probabilistic routing in wireless sensor networks,5
3,Analysis of flip ambiguity for robust three-dimensional node localization in wireless sensor networks,1
4,Hybrid routing and load balancing protocol for wireless sensor network,0
5,An ant colony optimization based routing algorithm for extending network lifetime in wireless sensor networks,0
6,Review of vehicular ad hoc network communication models including WVANET (Web VANET) model and WVANET future research directions,22
7,A grid based clustering and routing algorithm for solving hot spot problem in wireless sensor networks,8
8,Research on routing protocol facing to signal conflicting in link quality guaranteed WSN,5
9,Multi-objective fractional artificial bee colony algorithm to energy aware routing protocol in wireless sensor network,0
10,Vehicular Ad hoc Networks: A hybrid approach to data dissemination in exigency situations,1
11,An adaptive routing algorithm considering position and social similarities in an opportunistic network,6
12,A Tabu search based routing algorithm for wireless sensor networks,0
