Paper Title: A game-theoretic method of fair resource allocation for cloud computing services,,
28,An adaptive load-aware routing algorithm for multi-interface wireless mesh networks,3
29,Quality of service management for IPTV services support in VANETs: a performance evaluation study,No PDF Found
30,Modeling and simulation of networked low-power embedded systems: a taxonomy,No PDF Found
,Total,167
"
",,
Paper Title: A survey on ambient intelligence in healthcare,,
Citing Paper Number,Paper Title,Over-cite Count
1,A survey of wireless technologies coexistence in WBAN: analysis and open research issues,9
2,Mobile crowd sensing and computing: The review of an emerging human-powered sensing paradigm,No PDF Found
3,Bridging e-Health and the Internet of things: the SPHERE project,0
4,"A smart phone-based pocket fall accident detection, positioning, and rescue system",1
5,"Wearable wireless health monitoring: Current developments, challenges, and future trends",1
6,Collaborative systems for smart environments: trends and challenges,No PDF Found
7, Human mobility monitoring in very low resolution visual sensor network,No PDF Found
8,UbiComp for animal welfare: envisioning smart environments for kenneled dogs,1
9,An integrated system for voice command recognition and emergency detection based on audio signals,1
10,Toward Automating Clinical Assessments: A Survey of the Timed Up and Go,1
11,Behavior analysis of elderly using topic models,1
12,A review of smart homes in healthcare,1
13,Automated detection of activity transitions for prompting,1
14, Design and implementation of a prototype with a standardized interface for transducers in ambient assisted living,No PDF Found
15, Context modulation of sensor data applied to activity recognition in smart homes,1
16,Modeling visit behaviour in smart homes using unsupervised learning,No PDF Found
17, A Smart Range Helping Cognitively-Impaired Persons Cooking.,No PDF Found
18,NFC based provisioning of instructional videos to assist with instrumental activities of daily living,No PDF Found
19,Internet of vehicles for E-health applications in view of EMI on medical sensors,0
20,A multi-agent system in ambient intelligence for the physical rehabilitation of older people,No PDF Found
21,Pervasive healthcare-a comprehensive survey of tools and techniques,0
22,Graceful Performance Modulation for Power-Neutral Transient Computing Systems,1
23,Improving the Performance of an In-Home Acoustic Monitoring System by Integrating a Vocal Effort Classification Algorithm,No PDF Found
24,Advanced integration of multimedia assistive technologies: A prospective outlook,No PDF Found
25,ACWSN: an adaptive cross layer framework for video transmission over wireless sensor networks,2
26, The Role of Ambient Intelligent Technology for Improving the Life Quality of Elderly,3
27,QoE-based optimal resource allocation in wireless healthcare networks: opportunities and challenges,13
28,Variable-rate transmission method with coordinator election for wireless body area networks,15
29,Event-Aware Framework for Dynamic Services Discovery and Selection in the Context of Ambient Intelligence and Internet of Things,No PDF Found
30,Statistical models for unobtrusively detecting abnormal periods of inactivity in older adults,1
,Total,53
"
",,
Paper Title: Multi-layer clustering routing algorithm for wireless vehicular sensor networks,,
Citing Paper Number,Paper Title,Over-cite Count
1,A systematic review on clustering and routing techniques based upon LEACH protocol for wireless sensor networks,1
2,Mobility-based clustering protocol for wireless sensor networks with mobile nodes,1
3,Performance analysis of energy efficient clustering protocols for maximising lifetime of wireless sensor networks,No PDF Found
4,K-means clustering in wireless sensor networks,1
5,Multi-hop data communication algorithm for clustered wireless sensor networks,0
6,A distributed algorithm for energy efficient and fault tolerant routing in wireless sensor networks,0
7,A multi-hop broadcast protocol design for emergency warning notification in highway VANETs,No PDF Found
8,Primate-inspired adaptive routing in intermittently connected mobile communication systems,4
9,Fuzzy-based congestion control for wireless multimedia sensor networks,No PDF Found
10,Passive cluster-based multipath routing protocol for wireless sensor networks,6
11,Routing protocol over lossy links for ISA100. 11a industrial wireless networks,9
12,IM2PR: interference-minimized multipath routing protocol for wireless sensor networks,No PDF Found
13,Survey on location information services for Vehicular Communication Networks,4
14,A hybrid memetic framework for coverage optimization in wireless sensor networks,0
15,An hybrid clustering algorithm for optimal clusters in wireless sensor networks,No PDF Found
16,Fuzzy logic based unequal clustering for wireless sensor networks,17
17,Approximating geographic routing using coverage tree heuristics for wireless network,22
18,Enhanced connectivity in vehicular ad-hoc networks via V2V communications,No PDF Found
19,1-bit compressive data gathering for wireless sensor networks,0
20,SAW sensor read range limitations and perspectives,No PDF Found
21,PUAR: performance and usage aware routing algorithm for long and linear wireless sensor networks,0
22,SEPFL routing protocol based on fuzzy logic control to extend the lifetime and throughput of the wireless sensor network,4
23,Energy efficient clustering algorithm based on neighbors for wireless sensor networks,No PDF Found
24,A Two-Level Routing Scheme for Wireless Sensor Network,1
25,QoSMOS: cross-layer QoS architecture for wireless multimedia sensor networks,3
26, EigenTrust-based non-cooperative game model assisting ACO look-ahead secure routing against selfishness,No PDF Found
27, Dual-tree complex wavelet transform and image block residual-based multi-focus image fusion in visual sensor networks,No PDF Found
28,Delay-sensitive content distribution via peer-to-peer collaboration in public safety vehicular ad-hoc networks,No PDF Found
29,Anycast tree-based routing in mobile wireless sensor networks with multiple sinks,25
30,Path diversified multi-QoS optimization in multi-channel wireless mesh networks,No PDF Found
,Total,98
"
",,
Paper Title: CodePipe: An opportunistic feeding and routing protocol for reliable multicast with pipelined network coding,,
Citing Paper Number,Paper Title,Over-cite Count
1,Reliable multicast with pipelined network coding using opportunistic feeding and routing,No PDF Found
2,A multi-hop broadcast protocol design for emergency warning notification in highway VANETs,No PDF Found
3,Novel power-based routing metrics for multi-channel multi-interface wireless mesh networks,6
4,Artificial intelligence based cognitive routing for cognitive radio networks,0
5,IM2PR: interference-minimized multipath routing protocol for wireless sensor networks,No PDF Found
6,Dominating set and network coding-based routing in wireless mesh networks,No PDF Found
7,Channel allocation and multicast routing in cognitive radio networks,No PDF Found
8,Approximating geographic routing using coverage tree heuristics for wireless network,22
9,Novel Quick Start (QS) method for optimization of TCP,3
10,Leverage parking cars in a two-tier data center,No PDF Found
11,Vehicle authentication via monolithically certified public key and attributes,28
12,High-throughput transmission-quality-aware broadcast routing in cognitive radio networks,No PDF Found
13,SEPFL routing protocol based on fuzzy logic control to extend the lifetime and throughput of the wireless sensor network,4
14, An improved multipath MANET routing using link estimation and swarm intelligence,No PDF Found
15,EE-LEACH: development of energy-efficient LEACH Protocol for data gathering in WSN,No PDF Found
16,Delay minimization for reliable data collection on overhead transmission lines in smart grid,No PDF Found
17,Stochastic modeling and analysis of opportunistic computing in intermittent mobile cloud,1
18,ACWSN: an adaptive cross layer framework for video transmission over wireless sensor networks,2
19,QoE in video streaming over wireless networks: perspectives and research challenges,No PDF Found
20,Anycast tree-based routing in mobile wireless sensor networks with multiple sinks,25
21,Path diversified multi-QoS optimization in multi-channel wireless mesh networks,No PDF Found
22,Secure transmission design for cognitive radio networks with Poisson distributed eavesdroppers,14
23,Adaptive message forwarding for avoiding broadcast storm and guaranteeing delay in active safe driving VANET,14
24,Comprehensive event based estimation of sensor node distribution strategies using classical flooding routing protocol in wireless sensor networks,0
25,Collaborative-learning-automata-based channel assignment with topology preservation for wireless mesh networks under QoS constraints,6
26,A sequence number based bait detection scheme to thwart grayhole attack in mobile ad hoc networks,15
27,"Cooperative content delivery exploiting multiple wireless interfaces: methods, new technological developments, open research issues and a case study",No PDF Found
28,An adaptive load-aware routing algorithm for multi-interface wireless mesh networks,3
29,Quality of service management for IPTV services support in VANETs: a performance evaluation study,No PDF Found
30,A comparative study of QoS performance for location based and corona based real-time routing protocol in mobile wireless sensor networks,3
,Total,146
"
",,
Paper Title: A survey on trust management for Internet of Things,,
Citing Paper Number,Paper Title,Over-cite Count
1,Security in cloud computing: Opportunities and challenges,7
2,"Security, privacy and trust in Internet of Things: The road ahead",1
3,A gap analysis of Internet-of-Things platforms,1
4,A security and trust framework for virtualized networks and softwareÉ?êdefined networking,7
5,Autonomic schemes for threat mitigation in Internet of Things,5
6,A trust-based probabilistic recommendation model for social networks,1
7,Trust management for soa-based iot and its application to service composition,No PDF Found
8,Energy-aware and quality-driven sensor management for green mobile crowd sensing,1
9,Fuzzy logic based unequal clustering for wireless sensor networks,17
10,Vehicle authentication via monolithically certified public key and attributes,28
11,Internet connectivity for mobile ad hoc network: a survey based study,1
12,An enhanced communication protocol for anonymity and location privacy in WSN,No PDF Found
13,SecIoT: a security framework for the Internet of Things,No PDF Found
14,A standardized approach to deal with firewall and mobility policies in the IoT,1
15,Neighbor Discovery for Opportunistic Networking in Internet of Things Scenarios: A Survey,No PDF Found
16,Protect pervasive social networking based on two-dimensional trust levels,No PDF Found
17, Preserving Smart Objects Privacy through Anonymous and Accountable Access Control for a M2M-Enabled Internet of Things,No PDF Found
18,Secure transmission design for cognitive radio networks with Poisson distributed eavesdroppers,14
19,Securing data exchange in wireless multimedia sensor networks: perspectives and challenges,13
20,Temporal privacy scheme for end-to-end location privacy in wireless sensor networks,2
21,Object-Generated Content and Knowledge Sharing: the Forthcoming Impact of the Internet of Things,No PDF Found
22, Fortified anonymous communication protocol for location privacy in WSN: a modular approach,No PDF Found
23,Agent-based trusted on-demand routing protocol for mobile ad-hoc networks,0
24,A sequence number based bait detection scheme to thwart grayhole attack in mobile ad hoc networks,15
25,A review on privacy-preserving data mining,1
26,Towards a reference ontology for security in the Internet of Things,No PDF Found
27,An overview of performance trade-off mechanisms in routing protocol for green wireless sensor networks,26
28,Two schemes of privacy-preserving trust evaluation,4
29,Energy harvesting and battery power based routing in wireless sensor networks,29
30,A Classification of Trust Computation Models for Service-Oriented Internet of Things Systems,1
,Total,175
"
",,
Paper Title: A survey of security challenges in cognitive radio networks: Solutions and future research directions,,
Citing Paper Number,Paper Title,Over-cite Count
1,"Wireless network virtualization: A survey, some research issues and challenges",No PDF Found
2," Cognitive radio wireless sensor networks: applications, challenges and research trends",No PDF Found
3,A mean field game theoretic approach for security enhancements in mobile ad hoc networks,1
4,Advances on security threats and countermeasures for cognitive radio networks: A survey,1
5,Jamming mitigation in cognitive radio networks,0
6,Robust spectrum sensing with crowd sensors,1
7,A layered approach to cognitive radio network security: A survey,No PDF Found
8,Artificial intelligence based cognitive routing for cognitive radio networks,0
9,Byzantine attack and defense in cognitive radio networks: A survey,1
10,Smart primary user emulation in cognitive radio networks: defence strategies against radioÉ?êaware attacks and robust spectrum sensing,No PDF Found
11, A Survey of Various Defense Techniques to Detect Primary User Emulation Attacks,1
12,An evolutionary game-based trust cooperative stimulation model for large scale MANETs,0
13,Fuzzy logic based unequal clustering for wireless sensor networks,17
14,Vehicle authentication via monolithically certified public key and attributes,28
15,Trust based security enhancements for vehicular ad hocnetworks,No PDF Found
16,A survey on security attacks and countermeasures with primary user detection in cognitive radio networks,No PDF Found
17,Trust and reputation management in cognitive radio networks: a survey,No PDF Found
18,Challenges in engineering education of cognitive dynamic systems,1
19,Optimal transmission behaviour policies of secondary users in proactive-optimization cognitive radio networks,0
20,Fuzzy c-means clustering based secure fusion strategy in collaborative spectrum sensing,No PDF Found
21, EigenTrust-based non-cooperative game model assisting ACO look-ahead secure routing against selfishness,No PDF Found
22,Network economics in cognitive networks,1
23,Cognitive radio sensor networks: Smart communication for smart gridsÉ??A case study of Pakistan,1
24,Secure transmission design for cognitive radio networks with Poisson distributed eavesdroppers,14
25,Secrecy in cognitive radio networks,0
26,Improving throughput in highway transportation systems by entry control and virtual queue,No PDF Found
27,Agent-based trusted on-demand routing protocol for mobile ad-hoc networks,0
28,A sequence number based bait detection scheme to thwart grayhole attack in mobile ad hoc networks,15
29,A modified algorithm to improve security and performance of AODV protocol against black hole attack,No PDF Found
30,Review of vehicular ad hoc network communication models including WVANET (Web VANET) model and WVANET future research directions,No PDF Found
,Total,82
"
",,
Paper Title: Linguistic models and linguistic modeling,,
Citing Paper Number,Paper Title,Over-cite Count
,Total,0
"
",,
"Paper Title: EDAL: An energy-efficient, delay-aware, and lifetime-balancing data collection protocol for wireless sensor networks",,
Citing Paper Number,Paper Title,Over-cite Count
1,"EDAL: An energy-efficient, delay-aware, and lifetime-balancing data collection protocol for heterogeneous wireless sensor networks",No PDF Found
2,Local area prediction-based mobile target tracking in wireless sensor networks,3
3,A distributed algorithm for energy efficient and fault tolerant routing in wireless sensor networks,0
4,A multi-hop broadcast protocol design for emergency warning notification in highway VANETs,No PDF Found
5,Wireless sensor networks for agriculture: The state-of-the-art in practice and future challenges,3
6,Approximating geographic routing using coverage tree heuristics for wireless network,22
7,Novel Quick Start (QS) method for optimization of TCP,3
8,High-throughput transmission-quality-aware broadcast routing in cognitive radio networks,No PDF Found
9,Impact of static trajectories on localization in wireless sensor networks,No PDF Found
10,SEPFL routing protocol based on fuzzy logic control to extend the lifetime and throughput of the wireless sensor network,4
11, An improved multipath MANET routing using link estimation and swarm intelligence,No PDF Found
12,EE-LEACH: development of energy-efficient LEACH Protocol for data gathering in WSN,No PDF Found
13, Sub-sampling framework comparison for low-power data gathering: A comparative analysis,No PDF Found
14,Neighbor Discovery for Opportunistic Networking in Internet of Things Scenarios: A Survey,No PDF Found
15, Proportional throughput differentiationwith cognitive load-control on WSN channels,No PDF Found
16, An energy-efficient distributed clustering algorithm for heterogeneous WSNs,No PDF Found
17,ACWSN: an adaptive cross layer framework for video transmission over wireless sensor networks,2
18,Anycast tree-based routing in mobile wireless sensor networks with multiple sinks,25
19,Robustness analysis for node multilateration localization in wireless sensor networks,12
20,Securing data exchange in wireless multimedia sensor networks: perspectives and challenges,13
21,Variable-rate transmission method with coordinator election for wireless body area networks,15
22,Formal verification and validation of a movement control actor relocation algorithm for safetyÉ??critical applications,4
23, A data acquisition protocol for a reactive wireless sensor network monitoring application,No PDF Found
24,An overview of performance trade-off mechanisms in routing protocol for green wireless sensor networks,26
25,A new delay jitter smoothing algorithm based on Pareto distribution in Cyber-Physical Systems,9
26,Review of vehicular ad hoc network communication models including WVANET (Web VANET) model and WVANET future research directions,No PDF Found
27,A new clustering routing method based on PECE for WSN,No PDF Found
28, A beacon transmission power control algorithm based on wireless channel load forecasting in VANETs,No PDF Found
29,Energy harvesting and battery power based routing in wireless sensor networks,29
30,Coordinated movement of multiple mobile sinks in a wireless sensor network for improved lifetime,No PDF Found
,Total,170
"
",,
Paper Title: Granular computing: perspectives and challenges,,
Citing Paper Number,Paper Title,Over-cite Count
1,Research challenges and perspectives on Wisdom Web of Things (W2T),No PDF Found
2,Analyzing uncertainties of probabilistic rough set regions with game-theoretic rough sets,No PDF Found
3,Granular computing and sequential three-way decisions,No PDF Found
4,Decision-theoretic rough fuzzy set model and application,1
5,Systematic mapping study on granular computing,1
6,Sequential three-way decision and granulation for cost-sensitive face recognition,1
7,Feature selection via neighborhood multi-granulation fusion,1
8,Granular computing approach to two-way learning based on formal concept analysis in fuzzy datasets,1
9,Data description: a general framework of information granules,1
10,Web-based medical decision support systems for three-way medical decision making with game-theoretic rough sets,1
11,Set-based granular computing: a lattice model,1
12,A triarchic theory of granular computing,No PDF Found
13,Genetic interval neural networks for granular data regression,0
14,Using interval information granules to improve forecasting in fuzzy time series,1
15,"A Survey of Fuzzy Systems Software: Taxonomy, Current Research Trends, and Prospects",9
16,The approximation set of a vague set in rough approximation space,1
17,Granular association rules on two universes with four measures,1
18,Bare-bones particle swarm optimization with disruption operator,0
19,Surrogate-assisted multiobjective evolutionary algorithms for structural shape and sizing optimisation,0
20,Hierarchical cluster ensemble model based on knowledge granulation,1
21,An expanded double-quantitative model regarding probabilities and grades and its hierarchical double-quantitative attribute reduction,1
22,Optimization of modular granular neural networks using a hierarchical genetic algorithm based on the database complexity applied to human recognition,1
23,Granular transformation and irreducible element judgment theory based on pictorial diagrams,1
24,Designing granular fuzzy models: a hierarchical approach to fuzzy modeling,1
25,From principal curves to granular principal curves,2
26,Granular state space search,0
27,Bare bones particle swarm optimization with considering more local best particles,No PDF Found
28,Possibility distribution-based approach for MAGDM with hesitant fuzzy linguistic information,1
29, A study of particle swarm optimization with considering more local best particles,0
30,Decision-theoretic rough set: a multicost strategy,1
,Total,29
"
",,
Paper Title: Distributed media services in P2P-based vehicular networks,,
Citing Paper Number,Paper Title,Over-cite Count
1,A review of information dissemination protocols for vehicular ad hoc networks,1
2,GeoSpray: A geographic routing protocol for vehicular delay-tolerant networks,1
3,QoE-driven channel allocation schemes for multimedia transmission of priority-based secondary users over cognitive radio networks,4
4,Peer-to-peer media streaming: Insights and new developments,No PDF Found
5,QoE-driven user-centric VoD services in urban multihomed P2P-based vehicular networks,1
6,An overtaking assistance system based on joint beaconing and real-time video transmission,1
7,Energy efficiency QoS assurance routing in wireless multimedia sensor networks,3
8, A review of various vanet data dissemination protocols,1
9,Performance evaluation of IEEE 802.11 p-enabled vehicular video surveillance system,No PDF Found
10,Resource allocation with incomplete information for QoE-driven multimedia communications,1
11,Adaptive packet scheduling scheme to support real-time traffic in WLAN mesh networks,No PDF Found
12,Ant-inspired mini-community-based solution for video-on-demand services in wireless mobile networks,1
13,A content centric approach to dissemination of information in vehicular networks,No PDF Found
14,Fairness resource allocation in blind wireless multimedia communications,1
15,Collaborative learning automata-based routing for rescue operations in dense urban regions using vehicular sensor networks,4
16,Real-time path planning based on hybrid-VANET-enhanced transportation system,1
17,[BOOK][B] Vehicular networking,No PDF Found
18,Robust vehicle-to-infrastructure video transmission for road surveillance applications,1
19,Balancing wireless data broadcasting and information hovering for efficient information dissemination,No PDF Found
20,SocialTube: P2P-assisted video sharing in online social networks,1
21,Video transmission over IEEE 802.11 p: real-world measurements,No PDF Found
22,Forward-looking forward error correction mechanism for video streaming over wireless networks,0
23,Towards a content-centric approach to crowd-sensing in vehicular clouds,1
24,The use of automotive radars in video-based overtaking assistance applications,No PDF Found
25,Modeling channel allocation for multimedia transmission over infrastructure based cognitive radio networks,1
26,Cooperation advances on vehicular communications: A survey,No PDF Found
27,Performance-aware mobile community-based VoD streaming over vehicular ad hoc networks,1
28,Using topology and neighbor information to overcome adverse vehicle density conditions,No PDF Found
29,A multi-hop broadcast protocol design for emergency warning notification in highway VANETs,No PDF Found
30,A hybrid video dissemination protocol for VANETs,No PDF Found
,Total,25
"
",,
Paper Title: Backpressure-based routing protocol for DTNs,,
Citing Paper Number,Paper Title,Over-cite Count
1,Directional routing and scheduling for green vehicular delay tolerant networks,4
2,"Routing in delay/disruption tolerant networks: A taxonomy, survey and challenges",1
3,Backpressure with adaptive redundancy (BWAR),2
4,Selfish mules: Social profit maximization in sparse sensornets using rationally-selfish human relays,1
5,Primate-inspired adaptive routing in intermittently connected mobile communication systems,4
6,Artificial intelligence based cognitive routing for cognitive radio networks,0
7,Nbp: An efficient network-coding based backpressure algorithm,No PDF Found
8,A distributed gradient-assisted anycast-based backpressure framework for wireless sensor networks,No PDF Found
9,Vehicle authentication via monolithically certified public key and attributes,28
10,Contention aware mobility prediction routing for intermittently connected mobile networks,0
11,A routing algorithm on delay-tolerant of wireless sensor network based on the node selfishness,No PDF Found
12,Anycast tree-based routing in mobile wireless sensor networks with multiple sinks,25
13,Energy-efficient routing and rate allocation for delay tolerant networks,2
14,Multi-Spreader Routing for sparsely populated mobile ad hoc networks,4
15,Threshold based locking routing strategy for delay tolerant network,1
16,A virtual queue-based back-pressure scheduling algorithm for wireless sensor networks,No PDF Found
17,Opportunistic lookahead routing protocol for delay tolerant networks,4
18,5G mobile terminals with advanced QoS-based user-centric aggregation (AQUA) for heterogeneous wireless and mobile networks,No PDF Found
19,Energy harvesting and battery power based routing in wireless sensor networks,29
20,"An Efficient, Scalable Key Transport Scheme (ESKTS) for Delay/Disruption Tolerant Networks",4
21,Modeling and simulating traffic congestion propagation in connected vehicles driven by temporal and spatial preference,29
22, On-site configuration of disaster recovery access networks made easy,10
23,A novel multi metric QoS routing protocol for MANET,No PDF Found
24,Priority based efficient data scheduling technique for VANETs,No PDF Found
25,HCS: hierarchical cluster-based forwarding scheme for mobile social networks,1
26,RVCloud: a routing protocol for vehicular ad hoc network in city environment using cloud computing,27
27,Energy efficient clustering algorithms for wireless sensor networks: novel chemical reaction optimization approach,No PDF Found
28,Probability and Priority Based Routing Approach for Opportunistic Networks,No PDF Found
29,Local information-based congestion control scheme for space delay/disruption tolerant networks,6
30,Load balancing maximal minimal nodal residual energy ad hoc on-demand multipath distance vector routing protocol (LBMMRE-AOMDV),21
,Total,203
"
",,
Paper Title: Prediction-based data aggregation in wireless sensor networks: Combining grey model and Kalman Filter,,
Citing Paper Number,Paper Title,Over-cite Count
1, A survey on the taxonomy of cluster-based routing protocols for homogeneous wireless sensor networks,No PDF Found
2,COCA: Constructing optimal clustering architecture to maximize sensor network lifetime,No PDF Found
3,Energy-efficient edge-based network partitioning scheme for wireless sensor networks,3
4,Reducing the data transmission in WSNs using time series prediction model,No PDF Found
5,A stable routing framework for tree-based routing structures in WSNs,1
6,Artificial intelligence based cognitive routing for cognitive radio networks,0
7,EnergyÉ?êefficient and localized lossy data aggregation in asynchronous sensor networks,1
8,Routing protocol over lossy links for ISA100. 11a industrial wireless networks,9
9, Particle swarm optimization (PSO)-based node and link lifetime prediction algorithm for route recovery in MANET,No PDF Found
10, Energy consumption and control response evaluations of aodv routing in wsans for building-temperature control,No PDF Found
11,Approximating geographic routing using coverage tree heuristics for wireless network,22
12,A novel data fusion scheme using grey model and extreme learning machine in wireless sensor networks,1
13,1-bit compressive data gathering for wireless sensor networks,0
14,SAW sensor read range limitations and perspectives,No PDF Found
15,SEPFL routing protocol based on fuzzy logic control to extend the lifetime and throughput of the wireless sensor network,4
16,Energy-efficient node selection algorithms with correlation optimization in wireless sensor networks,0
17,[CITATION][C] A Global Optimization Algorithm for Minimizing Mean Absolute Percentage Error of Nonlinear Forecasting Model.,No PDF Found
18,EE-LEACH: development of energy-efficient LEACH Protocol for data gathering in WSN,No PDF Found
19,Variable step size LMS Algorithm for Data Prediction in wireless sensor networks,1
20,"Data prediction, compression, and recovery in clustered wireless sensor networks for environmental monitoring applications",1
21,Grey system theory-based energy map construction for wireless sensor networks,No PDF Found
22,A prediction based data aggregation scheme in wireless sensor networks,0
23,Wireless networked learning control system based on Kalman filter and biogeography-based optimization method,0
24,Energy optimization in Zigbee using prediction based shortest path routing algorithm,No PDF Found
25,ACWSN: an adaptive cross layer framework for video transmission over wireless sensor networks,2
26,Anycast tree-based routing in mobile wireless sensor networks with multiple sinks,25
27,Robustness analysis for node multilateration localization in wireless sensor networks,12
28, Comparison of Different Data Prediction Methods for Wireless Sensor Networks,1
29,A visibility graph averaging aggregation operator,1
30,A comparative study of QoS performance for location based and corona based real-time routing protocol in mobile wireless sensor networks,3
,Total,87
"
",,
Paper Title: Algorithm design for data communications in duty-cycled wireless sensor networks: A survey,,
Citing Paper Number,Paper Title,Over-cite Count
1,Security of the internet of things: Perspectives and challenges,No PDF Found
2,Local area prediction-based mobile target tracking in wireless sensor networks,3
3,Mobile target detection in wireless sensor networks with adjustable sensing frequency,No PDF Found
4,Strategies for optimal mac parameters tuning in ieee 802.15. 6 wearable wireless sensor networks,7
5,Energy-efficient reliable data dissemination in duty-cycled wireless sensor networks,1
6,Fuzzy logic based unequal clustering for wireless sensor networks,17
7, Transmission power control in wireless sensor networks under the minimum connected average node degree constraint,2
8,Approximating geographic routing using coverage tree heuristics for wireless network,22
9,Impact of static trajectories on localization in wireless sensor networks,No PDF Found
10,SEPFL routing protocol based on fuzzy logic control to extend the lifetime and throughput of the wireless sensor network,4
11, An improved multipath MANET routing using link estimation and swarm intelligence,No PDF Found
12,EE-LEACH: development of energy-efficient LEACH Protocol for data gathering in WSN,No PDF Found
13,MEGCOM: Minimum-energy group communication in multihop wireless networks,1
14,Neighbor Discovery for Opportunistic Networking in Internet of Things Scenarios: A Survey,No PDF Found
15, Proportional throughput differentiationwith cognitive load-control on WSN channels,No PDF Found
16,On centralized and distributed algorithms for minimizing data aggregation time in duty-cycled wireless sensor networks,1
17,ACWSN: an adaptive cross layer framework for video transmission over wireless sensor networks,2
18,Anycast tree-based routing in mobile wireless sensor networks with multiple sinks,25
19,Robustness analysis for node multilateration localization in wireless sensor networks,12
20,Toward Improved RPL: A Congestion Avoidance Multipath Routing Protocol with Time Factor for Wireless Sensor Networks,0
21,Securing data exchange in wireless multimedia sensor networks: perspectives and challenges,13
22,Variable-rate transmission method with coordinator election for wireless body area networks,15
23, Collaborative localization and location verification in WSNs,No PDF Found
24, Msct: an efficient data collection heuristic for wireless sensor networks with limited sensor memory capacity,No PDF Found
25,Block design-based asynchronous neighbor discovery protocol for wireless sensor networks,0
26,Approximation algorithms for broadcasting in duty cycled wireless sensor networks,1
27,Achieving energy efficiency and reliability for data dissemination in duty-cycled WSNs,1
28,A comparative study of QoS performance for location based and corona based real-time routing protocol in mobile wireless sensor networks,3
29,An overview of performance trade-off mechanisms in routing protocol for green wireless sensor networks,26
30,A new delay jitter smoothing algorithm based on Pareto distribution in Cyber-Physical Systems,9
,Total,165
"
",,
Paper Title: Spatial reusability-aware routing in multi-hop wireless networks,,
Citing Paper Number,Paper Title,Over-cite Count
1,Vehicle authentication via monolithically certified public key and attributes,28
2,SEPFL routing protocol based on fuzzy logic control to extend the lifetime and throughput of the wireless sensor network,4
3,Anycast tree-based routing in mobile wireless sensor networks with multiple sinks,25
4,Review of vehicular ad hoc network communication models including WVANET (Web VANET) model and WVANET future research directions,No PDF Found
5,Fuzzy approach to improving route stability of the AODV routing protocol,No PDF Found
6, A beacon transmission power control algorithm based on wireless channel load forecasting in VANETs,No PDF Found
7,5G mobile terminals with advanced QoS-based user-centric aggregation (AQUA) for heterogeneous wireless and mobile networks,No PDF Found
8,Energy harvesting and battery power based routing in wireless sensor networks,29
9,Joint optimization and threshold structure dynamic programming with enhanced priority scheme for adaptive VANET MAC,27
10,Load balancing ad hoc on-demand multipath distance vector (LBAOMDV) routing protocol,No PDF Found
11,Modeling and simulating traffic congestion propagation in connected vehicles driven by temporal and spatial preference,29
12, On-site configuration of disaster recovery access networks made easy,10
13,A novel multi metric QoS routing protocol for MANET,No PDF Found
14,Priority based efficient data scheduling technique for VANETs,No PDF Found
15,HierHybNET: Cut-set upper bound of ad hoc networks with cost-effective infrastructure,15
16,RVCloud: a routing protocol for vehicular ad hoc network in city environment using cloud computing,27
17,Performance evaluation of WSN management system for QoS guarantee,No PDF Found
18,Load balancing maximal minimal nodal residual energy ad hoc on-demand multipath distance vector routing protocol (LBMMRE-AOMDV),21
19,Low communication cost (LCC) scheme for localizing mobile wireless sensor networks,No PDF Found
20,"New Perspectives on Future Smart FiWi Networks: Scalability, Reliability, and Energy Efficiency",2
21,Sharing spray and wait routing algorithm in opportunistic networks,No PDF Found
22,Way-Point Multicast Routing Framework for improving QoS in hybrid wireless mesh networks,No PDF Found
23,Self soft fault detection based routing protocol for vehicular ad hoc network in city environment,21
24,Cross-layer based congestion detection and routing protocol using fuzzy logic for MANET,No PDF Found
25, SECURED TRANSMISSION OF DATA IN MOBILE WIRELESS SENSOR NETWORKS,0
26, Evaluation and analysis of an enhanced hybrid wireless mesh protocol for vehicular ad hoc network,No PDF Found
27,Oblivious routing in wireless mesh networks,No PDF Found
28,NODIC: a novel distributed clustering routing protocol in WSNs by using a time-sharing approach for CH election,20
29,Secure way routing protocol for mobile ad hoc network,No PDF Found
30,Multi-objective fractional artificial bee colony algorithm to energy aware routing protocol in wireless sensor network,No PDF Found
,Total,258
"
",,
Paper Title: A survey on service-oriented network virtualization toward convergence of networking and cloud computing,,
Citing Paper Number,Paper Title,Over-cite Count
1,Security and privacy for storage and computation in cloud computing,2
2,Cloud computing service composition: A systematic literature review,1
3,"Wireless network virtualization: A survey, some research issues and challenges",No PDF Found
4,Web services composition: A decade's overview,No PDF Found
5,Security in cloud computing: Opportunities and challenges,7
6,Software defined networking: State of the art and research challenges,No PDF Found
7,Cloud service negotiation in internet of things environment: A mixed approach,1
8,Context-aware service composition and delivery in NGSONs over SDN,No PDF Found
9,Achieving sub-second downtimes in large-scale virtual machine migrations with LISP,1
10,The fluid internet: service-centric management of a virtualized future internet,1
11,Survey on network virtualization hypervisors for software defined networking,3
12,"Securing software defined networks: taxonomy, requirements, and open issues",1
13,Cloud computing in e-Science: research challenges and opportunities,No PDF Found
14,Optimal multi-dimensional dynamic resource allocation in mobile cloud computing,No PDF Found
15,Adaptive provisioning of connectivity-as-a-service for mobile cloud computing,No PDF Found
16,Aggressive resource provisioning for ensuring QoS in virtualized environments,11
